prefecture,type,year,land_price,ping_unit_price,change
佐賀県,基準地価平均,1986年［昭和61年］,3万4655円/m2,11万4563円/坪,-0.44％
佐賀県,基準地価平均,1987年［昭和62年］,3万6022円/m2,11万9082円/坪,+3.94％
佐賀県,基準地価平均,1988年［昭和63年］,3万4294円/m2,11万3368円/坪,-4.80％
島根県,公示地価平均,1997年［平成9年］,7万6713円/m2,25万3598円/坪,-0.43％
島根県,公示地価平均,1998年［平成10年］,7万6183円/m2,25万1846円/坪,-0.69％
島根県,公示地価平均,1999年［平成11年］,7万4856円/m2,24万7460円/坪,-1.74％
島根県,公示地価平均,2000年［平成12年］,7万3911円/m2,24万4335円/坪,-1.26％
島根県,公示地価平均,2001年［平成13年］,7万3478円/m2,24万2903円/坪,-0.59％
島根県,公示地価平均,2002年［平成14年］,7万1373円/m2,23万5946円/坪,-2.86％
島根県,公示地価平均,2003年［平成15年］,6万8664円/m2,22万6989円/坪,-3.80％
鳥取県,基準地価平均,1993年［平成5年］,6万2631円/m2,20万7047円/坪,-11.14％
鳥取県,基準地価平均,1994年［平成6年］,5万9040円/m2,19万5174円/坪,-5.73％
鳥取県,基準地価平均,1995年［平成7年］,5万7377円/m2,18万9678円/坪,-2.82％
鳥取県,基準地価平均,1996年［平成8年］,6万5676円/m2,21万7113円/坪,+14.46％
鳥取県,基準地価平均,1997年［平成9年］,6万3326円/m2,20万9342円/坪,-3.58％
鳥取県,基準地価平均,1998年［平成10年］,6万2301円/m2,20万5954円/坪,-1.62％
青森県,基準地価平均,2013年［平成25年］,2万1989円/m2,7万2692円/坪,-5.73％
青森県,基準地価平均,2014年［平成26年］,2万1144円/m2,6万9898円/坪,-3.84％
青森県,基準地価平均,2015年［平成27年］,2万0428円/m2,6万7530円/坪,-3.39％
青森県,基準地価平均,2016年［平成28年］,2万0034円/m2,6万6228円/坪,-1.93％
福島県,総平均,2004年［平成16年］,4万2360円/m2,14万0033円/坪,-8.23％
福島県,総平均,2005年［平成17年］,3万9746円/m2,13万1392円/坪,-6.17％
福島県,総平均,2006年［平成18年］,3万8037円/m2,12万5743円/坪,-4.30％
福島県,総平均,2007年［平成19年］,3万6758円/m2,12万1516円/坪,-3.36％
福島県,総平均,2008年［平成20年］,3万6101円/m2,11万9343円/坪,-1.79％
福島県,総平均,2009年［平成21年］,3万4693円/m2,11万4687円/坪,-3.90％
福島県,総平均,2010年［平成22年］,3万3343円/m2,11万0225円/坪,-3.89％
山形県,基準地価平均,1986年［昭和61年］,3万7028円/m2,12万2409円/坪,+6.93％
山形県,基準地価平均,1987年［昭和62年］,3万7830円/m2,12万5058円/坪,+2.16％
山形県,基準地価平均,1988年［昭和63年］,3万8907円/m2,12万8620円/坪,+2.85％
山形県,基準地価平均,1989年［平成元年］,5万1651円/m2,17万0749円/坪,+32.76％
山形県,基準地価平均,1990年［平成2年］,5万2862円/m2,17万4753円/坪,+2.34％
山形県,基準地価平均,1991年［平成3年］,5万7835円/m2,19万1190円/坪,+9.41％
山形県,基準地価平均,1992年［平成4年］,5万7069円/m2,18万8658円/坪,-1.32％
佐賀県,基準地価平均,1989年［平成元年］,3万5894円/m2,11万8659円/坪,+4.67％
佐賀県,基準地価平均,1990年［平成2年］,3万5131円/m2,11万6137円/坪,-2.13％
佐賀県,基準地価平均,1991年［平成3年］,5万8955円/m2,19万4892円/坪,+67.81％
佐賀県,基準地価平均,1992年［平成4年］,5万5842円/m2,18万4604円/坪,-5.28％
佐賀県,基準地価平均,1993年［平成5年］,5万7933円/m2,19万1515円/坪,+3.74％
佐賀県,基準地価平均,1994年［平成6年］,6万5918円/m2,21万7913円/坪,+13.78％
佐賀県,基準地価平均,1995年［平成7年］,6万1041円/m2,20万1788円/坪,-7.40％
島根県,公示地価平均,2004年［平成16年］,6万3980円/m2,21万1506円/坪,-6.82％
島根県,公示地価平均,2005年［平成17年］,6万2466円/m2,20万6501円/坪,-2.37％
島根県,公示地価平均,2006年［平成18年］,5万9409円/m2,19万6394円/坪,-4.89％
島根県,公示地価平均,2007年［平成19年］,5万7254円/m2,18万9270円/坪,-3.63％
島根県,公示地価平均,2008年［平成20年］,5万5273円/m2,18万2721円/坪,-3.46％
島根県,公示地価平均,2009年［平成21年］,5万3270円/m2,17万6100円/坪,-3.62％
鳥取県,基準地価平均,1999年［平成11年］,5万9626円/m2,19万7112円/坪,-4.29％
鳥取県,基準地価平均,2000年［平成12年］,5万9703円/m2,19万7367円/坪,+0.13％
鳥取県,基準地価平均,2001年［平成13年］,5万5977円/m2,18万5049円/坪,-6.24％
鳥取県,基準地価平均,2002年［平成14年］,5万1852円/m2,17万1414円/坪,-7.37％
鳥取県,基準地価平均,2003年［平成15年］,4万8829円/m2,16万1419円/坪,-5.83％
鳥取県,基準地価平均,2004年［平成16年］,4万4634円/m2,14万7552円/坪,-8.59％
鳥取県,基準地価平均,2005年［平成17年］,4万1695円/m2,13万7835円/坪,-6.59％
福島県,総平均,2011年［平成23年］,3万1612円/m2,10万4502円/坪,-5.19％
福島県,総平均,2012年［平成24年］,2万9613円/m2,9万7894円/坪,-6.32％
福島県,総平均,2013年［平成25年］,2万9678円/m2,9万8111円/坪,+0.22％
福島県,総平均,2014年［平成26年］,3万0194円/m2,9万9817円/坪,+1.74％
福島県,総平均,2015年［平成27年］,3万0948円/m2,10万2309円/坪,+2.50％
福島県,総平均,2016年［平成28年］,3万1882円/m2,10万5395円/坪,+3.02％
福島県,公示地価平均,1983年［昭和58年］,8万8351円/m2,29万2071円/坪,
山形県,基準地価平均,1993年［平成5年］,5万6856円/m2,18万7955円/坪,-0.37％
山形県,基準地価平均,1994年［平成6年］,5万6080円/m2,18万5390円/坪,-1.36％
山形県,基準地価平均,1995年［平成7年］,5万6308円/m2,18万6144円/坪,+0.41％
山形県,基準地価平均,1996年［平成8年］,5万4838円/m2,18万1283円/坪,-2.61％
山形県,基準地価平均,1997年［平成9年］,5万4031円/m2,17万8616円/坪,-1.47％
山形県,基準地価平均,1998年［平成10年］,5万3924円/m2,17万8261円/坪,-0.20％
山形県,基準地価平均,1999年［平成11年］,5万0991円/m2,16万8567円/坪,-5.44％
佐賀県,基準地価平均,1996年［平成8年］,5万9256円/m2,19万5890円/坪,-2.92％
佐賀県,基準地価平均,1997年［平成9年］,5万7823円/m2,19万1152円/坪,-2.42％
佐賀県,基準地価平均,1998年［平成10年］,5万3319円/m2,17万6262円/坪,-7.79％
佐賀県,基準地価平均,1999年［平成11年］,5万0339円/m2,16万6411円/坪,-5.59％
佐賀県,基準地価平均,2000年［平成12年］,4万7222円/m2,15万6108円/坪,-6.19％
島根県,公示地価平均,2010年［平成22年］,5万1097円/m2,16万8916円/坪,-4.08％
島根県,公示地価平均,2011年［平成23年］,4万9110円/m2,16万2349円/坪,-3.89％
島根県,公示地価平均,2012年［平成24年］,4万6531円/m2,15万3823円/坪,-5.25％
島根県,公示地価平均,2013年［平成25年］,4万4362円/m2,14万6653円/坪,-4.66％
島根県,公示地価平均,2014年［平成26年］,4万2788円/m2,14万1448円/坪,-3.55％
島根県,公示地価平均,2015年［平成27年］,4万1657円/m2,13万7710円/坪,-2.64％
鳥取県,基準地価平均,2006年［平成18年］,3万9000円/m2,12万8927円/坪,-6.46％
鳥取県,基準地価平均,2007年［平成19年］,3万7434円/m2,12万3750円/坪,-4.02％
鳥取県,基準地価平均,2008年［平成20年］,3万5775円/m2,11万8267円/坪,-4.43％
鳥取県,基準地価平均,2009年［平成21年］,3万4229円/m2,11万3154円/坪,-4.32％
鳥取県,基準地価平均,2010年［平成22年］,3万2825円/m2,10万8514円/坪,-4.10％
鳥取県,基準地価平均,2011年［平成23年］,3万0836円/m2,10万1938円/坪,-6.06％
鳥取県,基準地価平均,2012年［平成24年］,2万9084円/m2,9万6147円/坪,-5.68％
鳥取県,基準地価平均,2013年［平成25年］,2万7789円/m2,9万1865円/坪,-4.45％
福島県,公示地価平均,1984年［昭和59年］,8万8014円/m2,29万0957円/坪,-0.38％
福島県,公示地価平均,1985年［昭和60年］,8万7322円/m2,28万8668円/坪,-0.79％
福島県,公示地価平均,1986年［昭和61年］,8万8971円/m2,29万4120円/坪,+1.89％
福島県,公示地価平均,1987年［昭和62年］,8万9376円/m2,29万5459円/坪,+0.46％
福島県,公示地価平均,1988年［昭和63年］,9万5928円/m2,31万7119円/坪,+7.33％
福島県,公示地価平均,1989年［平成元年］,10万4301円/m2,34万4798円/坪,+8.73％
山形県,基準地価平均,2000年［平成12年］,4万8680円/m2,16万0927円/坪,-4.53％
山形県,基準地価平均,2001年［平成13年］,4万6460円/m2,15万3587円/坪,-4.56％
山形県,基準地価平均,2002年［平成14年］,4万3137円/m2,14万2602円/坪,-7.15％
山形県,基準地価平均,2003年［平成15年］,4万0224円/m2,13万2974円/坪,-6.75％
山形県,基準地価平均,2004年［平成16年］,3万7311円/m2,12万3344円/坪,-7.24％
山形県,基準地価平均,2005年［平成17年］,3万5207円/m2,11万6388円/坪,-5.64％
山形県,基準地価平均,2006年［平成18年］,3万2710円/m2,10万8132円/坪,-7.09％
佐賀県,基準地価平均,2001年［平成13年］,4万3699円/m2,14万4461円/坪,-7.46％
佐賀県,基準地価平均,2002年［平成14年］,4万1577円/m2,13万7445円/坪,-4.86％
佐賀県,基準地価平均,2003年［平成15年］,3万9020円/m2,12万8994円/坪,-6.15％
佐賀県,基準地価平均,2004年［平成16年］,3万6855円/m2,12万1835円/坪,-5.55％
佐賀県,基準地価平均,2005年［平成17年］,3万4845円/m2,11万5192円/坪,-5.45％
佐賀県,基準地価平均,2006年［平成18年］,3万3669円/m2,11万1302円/坪,-3.38％
島根県,公示地価平均,2016年［平成28年］,4万0791円/m2,13万4847円/坪,-2.08％
島根県,公示地価平均,2017年［平成29年］,4万0783円/m2,13万4822円/坪,-0.02％
島根県,基準地価平均,1983年［昭和58年］,2万6448円/m2,8万7432円/坪,
島根県,基準地価平均,1984年［昭和59年］,2万7625円/m2,9万1323円/坪,+4.45％
島根県,基準地価平均,1985年［昭和60年］,2万7839円/m2,9万2031円/坪,+0.78％
島根県,基準地価平均,1986年［昭和61年］,2万8040円/m2,9万2694円/坪,+0.72％
鳥取県,基準地価平均,2014年［平成26年］,2万6868円/m2,8万8822円/坪,-3.31％
鳥取県,基準地価平均,2015年［平成27年］,2万5590円/m2,8万4595円/坪,-4.76％
鳥取県,基準地価平均,2016年［平成28年］,2万5209円/m2,8万3337円/坪,-1.49％
福島県,公示地価平均,1990年［平成2年］,12万6752円/m2,41万9015円/坪,+21.52％
福島県,公示地価平均,1991年［平成3年］,16万5678円/m2,54万7696円/坪,+30.71％
福島県,公示地価平均,1992年［平成4年］,17万7234円/m2,58万5900円/坪,+6.98％
福島県,公示地価平均,1993年［平成5年］,21万6860円/m2,71万6893円/坪,+22.36％
福島県,公示地価平均,1994年［平成6年］,14万4786円/m2,47万8631円/坪,-33.24％
福島県,公示地価平均,1995年［平成7年］,12万6254円/m2,41万7370円/坪,-12.80％
山形県,基準地価平均,2007年［平成19年］,3万0967円/m2,10万2371円/坪,-5.33％
山形県,基準地価平均,2008年［平成20年］,2万9919円/m2,9万8907円/坪,-3.38％
山形県,基準地価平均,2009年［平成21年］,2万8321円/m2,9万3624円/坪,-5.34％
山形県,基準地価平均,2010年［平成22年］,2万6983円/m2,8万9202円/坪,-4.72％
山形県,基準地価平均,2011年［平成23年］,2万5726円/m2,8万5045円/坪,-4.66％
山形県,基準地価平均,2012年［平成24年］,2万4819円/m2,8万2047円/坪,-3.52％
山形県,基準地価平均,2013年［平成25年］,2万4272円/m2,8万0240円/坪,-2.20％
佐賀県,基準地価平均,2007年［平成19年］,3万3134円/m2,10万9536円/坪,-1.59％
佐賀県,基準地価平均,2008年［平成20年］,3万2577円/m2,10万7695円/坪,-1.68％
佐賀県,基準地価平均,2009年［平成21年］,3万1379円/m2,10万3732円/坪,-3.68％
佐賀県,基準地価平均,2010年［平成22年］,3万0158円/m2,9万9698円/坪,-3.89％
佐賀県,基準地価平均,2011年［平成23年］,2万8338円/m2,9万3680円/坪,-6.04％
佐賀県,基準地価平均,2012年［平成24年］,2万6965円/m2,8万9142円/坪,-4.84％
島根県,基準地価平均,1987年［昭和62年］,2万8198円/m2,9万3217円/坪,+0.56％
島根県,基準地価平均,1988年［昭和63年］,2万8255円/m2,9万3405円/坪,+0.20％
島根県,基準地価平均,1989年［平成元年］,2万9021円/m2,9万5937円/坪,+2.71％
島根県,基準地価平均,1990年［平成2年］,3万0695円/m2,10万1472円/坪,+5.77％
島根県,基準地価平均,1991年［平成3年］,3万2591円/m2,10万7741円/坪,+6.18％
福島県,公示地価平均,1996年［平成8年］,11万4505円/m2,37万8530円/坪,-9.31％
福島県,公示地価平均,1997年［平成9年］,10万7059円/m2,35万3914円/坪,-6.50％
福島県,公示地価平均,1998年［平成10年］,9万6038円/m2,31万7481円/坪,-10.29％
福島県,公示地価平均,1999年［平成11年］,8万5311円/m2,28万2020円/坪,-11.17％
福島県,公示地価平均,2000年［平成12年］,7万5848円/m2,25万0739円/坪,-11.09％
福島県,公示地価平均,2001年［平成13年］,6万8862円/m2,22万7643円/坪,-9.21％
福島県,公示地価平均,2002年［平成14年］,6万2005円/m2,20万4975円/坪,-9.96％
福島県,公示地価平均,2003年［平成15年］,5万5815円/m2,18万4512円/坪,-9.98％
山形県,基準地価平均,2014年［平成26年］,2万4570円/m2,8万1224円/坪,+1.23％
山形県,基準地価平均,2015年［平成27年］,2万4377円/m2,8万0588円/坪,-0.78％
山形県,基準地価平均,2016年［平成28年］,2万4326円/m2,8万0417円/坪,-0.21％
佐賀県,基準地価平均,2013年［平成25年］,2万5739円/m2,8万5088円/坪,-4.55％
佐賀県,基準地価平均,2014年［平成26年］,2万5314円/m2,8万3685円/坪,-1.65％
佐賀県,基準地価平均,2015年［平成27年］,2万5890円/m2,8万5587円/坪,+2.27％
佐賀県,基準地価平均,2016年［平成28年］,2万5548円/m2,8万4457円/坪,-1.32％
島根県,基準地価平均,1992年［平成4年］,3万3153円/m2,10万9597円/坪,+1.72％
島根県,基準地価平均,1993年［平成5年］,3万5196円/m2,11万6350円/坪,+6.16％
島根県,基準地価平均,1994年［平成6年］,3万7575円/m2,12万4214円/坪,+6.76％
島根県,基準地価平均,1995年［平成7年］,3万7691円/m2,12万4599円/坪,+0.31％
島根県,基準地価平均,1996年［平成8年］,4万0714円/m2,13万4594円/坪,+8.02％
島根県,基準地価平均,1997年［平成9年］,3万9759円/m2,13万1435円/坪,-2.35％
島根県,基準地価平均,1998年［平成10年］,3万9381円/m2,13万0188円/坪,-0.95％
福島県,公示地価平均,2004年［平成16年］,5万0874円/m2,16万8181円/坪,-8.85％
福島県,公示地価平均,2005年［平成17年］,4万7606円/m2,15万7375円/坪,-6.42％
福島県,公示地価平均,2006年［平成18年］,4万5276円/m2,14万9675円/坪,-4.89％
福島県,公示地価平均,2007年［平成19年］,4万3841円/m2,14万4929円/坪,-3.17％
福島県,公示地価平均,2008年［平成20年］,4万2936円/m2,14万1938円/坪,-2.06％
福島県,公示地価平均,2009年［平成21年］,4万1600円/m2,13万7521円/坪,-3.11％
福島県,公示地価平均,2010年［平成22年］,3万9842円/m2,13万1710円/坪,-4.23％
島根県,基準地価平均,1999年［平成11年］,3万9367円/m2,13万0140円/坪,-0.04％
島根県,基準地価平均,2000年［平成12年］,3万8309円/m2,12万6643円/坪,-2.69％
島根県,基準地価平均,2001年［平成13年］,3万8812円/m2,12万8304円/坪,+1.31％
島根県,基準地価平均,2002年［平成14年］,3万7816円/m2,12万5011円/坪,-2.57％
島根県,基準地価平均,2003年［平成15年］,3万7366円/m2,12万3526円/坪,-1.19％
島根県,基準地価平均,2004年［平成16年］,3万5986円/m2,11万8964円/坪,-3.69％
島根県,基準地価平均,2005年［平成17年］,3万4737円/m2,11万4833円/坪,-3.47％
島根県,基準地価平均,2006年［平成18年］,3万3621円/m2,11万1146円/坪,-3.21％
福島県,公示地価平均,2011年［平成23年］,3万8546円/m2,12万7426円/坪,-3.25％
福島県,公示地価平均,2012年［平成24年］,3万5734円/m2,11万8131円/坪,-7.29％
福島県,公示地価平均,2013年［平成25年］,3万5246円/m2,11万6516円/坪,-1.37％
福島県,公示地価平均,2014年［平成26年］,3万5685円/m2,11万7967円/坪,+1.25％
福島県,公示地価平均,2015年［平成27年］,3万6659円/m2,12万1188円/坪,+2.73％
福島県,公示地価平均,2016年［平成28年］,3万8135円/m2,12万6069円/坪,+4.03％
福島県,公示地価平均,2017年［平成29年］,3万9169円/m2,12万9484円/坪,+2.71％
島根県,基準地価平均,2007年［平成19年］,3万2792円/m2,10万8403円/坪,-2.47％
島根県,基準地価平均,2008年［平成20年］,3万2011円/m2,10万5822円/坪,-2.38％
島根県,基準地価平均,2009年［平成21年］,3万0988円/m2,10万2440円/坪,-3.20％
島根県,基準地価平均,2010年［平成22年］,2万9634円/m2,9万7964円/坪,-4.37％
島根県,基準地価平均,2011年［平成23年］,2万8709円/m2,9万4908円/坪,-3.12％
島根県,基準地価平均,2012年［平成24年］,2万8128円/m2,9万2987円/坪,-2.02％
福島県,基準地価平均,1983年［昭和58年］,3万1929円/m2,10万5552円/坪,
福島県,基準地価平均,1984年［昭和59年］,3万2022円/m2,10万5860円/坪,+0.29％
福島県,基準地価平均,1985年［昭和60年］,4万2973円/m2,14万2059円/坪,+34.20％
福島県,基準地価平均,1986年［昭和61年］,4万4508円/m2,14万7136円/坪,+3.57％
福島県,基準地価平均,1987年［昭和62年］,5万1338円/m2,16万9712円/坪,+15.34％
福島県,基準地価平均,1988年［昭和63年］,5万7138円/m2,18万8888円/坪,+11.30％
福島県,基準地価平均,1989年［平成元年］,6万7518円/m2,22万3201円/坪,+18.17％
島根県,基準地価平均,2013年［平成25年］,2万7197円/m2,8万9909円/坪,-3.31％
島根県,基準地価平均,2014年［平成26年］,2万6591円/m2,8万7906円/坪,-2.23％
島根県,基準地価平均,2015年［平成27年］,2万5847円/m2,8万5447円/坪,-2.80％
島根県,基準地価平均,2016年［平成28年］,2万5094円/m2,8万2957円/坪,-2.91％
福島県,基準地価平均,1990年［平成2年］,8万0651円/m2,26万6618円/坪,+19.45％
福島県,基準地価平均,1991年［平成3年］,8万4191円/m2,27万8318円/坪,+4.39％
福島県,基準地価平均,1992年［平成4年］,8万2631円/m2,27万3163円/坪,-1.85％
福島県,基準地価平均,1993年［平成5年］,6万5180円/m2,21万5473円/坪,-21.12％
福島県,基準地価平均,1994年［平成6年］,6万3018円/m2,20万8325円/坪,-3.32％
福島県,基準地価平均,1995年［平成7年］,6万0271円/m2,19万9245円/坪,-4.36％
福島県,基準地価平均,1996年［平成8年］,5万7008円/m2,18万8459円/坪,-5.41％
福島県,基準地価平均,1997年［平成9年］,5万6537円/m2,18万6900円/坪,-0.83％
福島県,基準地価平均,1998年［平成10年］,5万2839円/m2,17万4674円/坪,-6.54％
福島県,基準地価平均,1999年［平成11年］,5万1121円/m2,16万8996円/坪,-3.25％
福島県,基準地価平均,2000年［平成12年］,4万7462円/m2,15万6902円/坪,-7.16％
福島県,基準地価平均,2001年［平成13年］,4万4646円/m2,14万7590円/坪,-5.93％
福島県,基準地価平均,2002年［平成14年］,4万1402円/m2,13万6868円/坪,-7.26％
福島県,基準地価平均,2003年［平成15年］,3万8053円/m2,12万5798円/坪,-8.09％
福島県,基準地価平均,2004年［平成16年］,3万5224円/m2,11万6445円/坪,-7.43％
福島県,基準地価平均,2005年［平成17年］,3万3302円/m2,11万0089円/坪,-5.46％
福島県,基準地価平均,2006年［平成18年］,3万2087円/m2,10万6075円/坪,-3.65％
福島県,基準地価平均,2007年［平成19年］,3万1011円/m2,10万2516円/坪,-3.35％
福島県,基準地価平均,2008年［平成20年］,3万0650円/m2,10万1324円/坪,-1.16％
福島県,基準地価平均,2009年［平成21年］,2万9205円/m2,9万6546円/坪,-4.72％
福島県,基準地価平均,2010年［平成22年］,2万8213円/m2,9万3269円/坪,-3.39％
福島県,基準地価平均,2011年［平成23年］,2万6111円/m2,8万6318円/坪,-7.45％
福島県,基準地価平均,2012年［平成24年］,2万4794円/m2,8万1966円/坪,-5.04％
福島県,基準地価平均,2013年［平成25年］,2万5134円/m2,8万3090円/坪,+1.37％
福島県,基準地価平均,2014年［平成26年］,2万5816円/m2,8万5342円/坪,+2.71％
福島県,基準地価平均,2015年［平成27年］,2万6379円/m2,8万7206円/坪,+2.18％
福島県,基準地価平均,2016年［平成28年］,2万6701円/m2,8万8269円/坪,+1.22％
岩手県,総平均,1983年［昭和58年］,4万8929円/m2,16万1750円/坪,
岩手県,総平均,1984年［昭和59年］,4万9628円/m2,16万4060円/坪,+1.43％
岩手県,総平均,1985年［昭和60年］,4万9578円/m2,16万3896円/坪,-0.10％
岩手県,総平均,1986年［昭和61年］,4万9895円/m2,16万4944円/坪,+0.64％
岩手県,総平均,1987年［昭和62年］,5万5915円/m2,18万4845円/坪,+12.07％
岩手県,総平均,1988年［昭和63年］,6万2468円/m2,20万6509円/坪,+11.72％
岩手県,総平均,1989年［平成元年］,6万5550円/m2,21万6695円/坪,+4.93％
岩手県,総平均,1990年［平成2年］,6万7139円/m2,22万1948円/坪,+2.42％
岩手県,総平均,1991年［平成3年］,8万0878円/m2,26万7365円/坪,+20.46％
岩手県,総平均,1992年［平成4年］,9万0393円/m2,29万8821円/坪,+11.76％
岩手県,総平均,1993年［平成5年］,8万0848円/m2,26万7269円/坪,-10.56％
岩手県,総平均,1994年［平成6年］,7万7618円/m2,25万6591円/坪,-3.99％
岩手県,総平均,1995年［平成7年］,7万4848円/m2,24万7433円/坪,-3.57％
岩手県,総平均,1996年［平成8年］,7万3071円/m2,24万1557円/坪,-2.37％
岩手県,総平均,1997年［平成9年］,7万1909円/m2,23万7718円/坪,-1.59％
岩手県,総平均,1998年［平成10年］,6万9919円/m2,23万1139円/坪,-2.77％
岩手県,総平均,1999年［平成11年］,6万9005円/m2,22万8117円/坪,-1.31％
岩手県,総平均,2000年［平成12年］,6万8397円/m2,22万6108円/坪,-0.88％
岩手県,総平均,2001年［平成13年］,6万6064円/m2,21万8396円/坪,-3.41％
岩手県,総平均,2002年［平成14年］,6万4388円/m2,21万2854円/坪,-2.54％
岩手県,総平均,2003年［平成15年］,6万1787円/m2,20万4257円/坪,-4.04％
岩手県,総平均,2004年［平成16年］,5万8061円/m2,19万1938円/坪,-6.03％
岩手県,総平均,2005年［平成17年］,5万4145円/m2,17万8992円/坪,-6.75％
岩手県,総平均,2006年［平成18年］,5万0870円/m2,16万8165円/坪,-6.05％
岩手県,総平均,2007年［平成19年］,4万8334円/m2,15万9783円/坪,-4.98％
岩手県,総平均,2008年［平成20年］,4万6043円/m2,15万2208円/坪,-4.74％
岩手県,総平均,2009年［平成21年］,4万3158円/m2,14万2672円/坪,-6.27％
岩手県,総平均,2010年［平成22年］,4万0070円/m2,13万2463円/坪,-7.15％
岩手県,総平均,2011年［平成23年］,3万7295円/m2,12万3292円/坪,-6.92％
岩手県,総平均,2012年［平成24年］,3万4743円/m2,11万4853円/坪,-6.84％
岩手県,総平均,2013年［平成25年］,3万3543円/m2,11万0888円/坪,-3.45％
岩手県,総平均,2014年［平成26年］,3万3229円/m2,10万9847円/坪,-0.94％
岩手県,総平均,2015年［平成27年］,3万3079円/m2,10万9353円/坪,-0.45％
岩手県,総平均,2016年［平成28年］,3万3056円/m2,10万9279円/坪,-0.07％
岩手県,公示地価平均,1983年［昭和58年］,10万6569円/m2,35万2296円/坪,
岩手県,公示地価平均,1984年［昭和59年］,10万7241円/m2,35万4517円/坪,+0.63％
岩手県,公示地価平均,1985年［昭和60年］,10万7560円/m2,35万5570円/坪,+0.30％
岩手県,公示地価平均,1986年［昭和61年］,10万8880円/m2,35万9933円/坪,+1.23％
岩手県,公示地価平均,1987年［昭和62年］,13万6385円/m2,45万0860円/坪,+25.26％
岩手県,公示地価平均,1988年［昭和63年］,16万8389円/m2,55万6658円/坪,+23.47％
岩手県,公示地価平均,1989年［平成元年］,17万7692円/m2,58万7414円/坪,+5.53％
岩手県,公示地価平均,1990年［平成2年］,18万7625円/m2,62万0247円/坪,+5.59％
岩手県,公示地価平均,1991年［平成3年］,21万5223円/m2,71万1482円/坪,+14.71％
岩手県,公示地価平均,1992年［平成4年］,20万0486円/m2,66万2765円/坪,-6.85％
岩手県,公示地価平均,1993年［平成5年］,19万4744円/m2,64万3783円/坪,-2.86％
岩手県,公示地価平均,1994年［平成6年］,13万2622円/m2,43万8420円/坪,-31.90％
岩手県,公示地価平均,1995年［平成7年］,11万3646円/m2,37万5690円/坪,-14.31％
岩手県,公示地価平均,1996年［平成8年］,10万9580円/m2,36万2250円/坪,-3.58％
岩手県,公示地価平均,1997年［平成9年］,10万7415円/m2,35万5093円/坪,-1.98％
岩手県,公示地価平均,1998年［平成10年］,10万0330円/m2,33万1671円/坪,-6.60％
岩手県,公示地価平均,1999年［平成11年］,9万8852円/m2,32万6785円/坪,-1.47％
岩手県,公示地価平均,2000年［平成12年］,9万8102円/m2,32万4307円/坪,-0.76％
岩手県,公示地価平均,2001年［平成13年］,9万3525円/m2,30万9176円/坪,-4.67％
岩手県,公示地価平均,2002年［平成14年］,9万0197円/m2,29万8172円/坪,-3.56％
岩手県,公示地価平均,2003年［平成15年］,8万7025円/m2,28万7688円/坪,-3.52％
岩手県,公示地価平均,2004年［平成16年］,7万9473円/m2,26万2722円/坪,-8.68％
岩手県,公示地価平均,2005年［平成17年］,7万3700円/m2,24万3638円/坪,-7.26％
岩手県,公示地価平均,2006年［平成18年］,6万8162円/m2,22万5331円/坪,-7.51％
岩手県,公示地価平均,2007年［平成19年］,6万4616円/m2,21万3607円/坪,-5.20％
岩手県,公示地価平均,2008年［平成20年］,6万1214円/m2,20万2360円/坪,-5.27％
岩手県,公示地価平均,2009年［平成21年］,5万7389円/m2,18万9718円/坪,-6.25％
岩手県,公示地価平均,2010年［平成22年］,5万2952円/m2,17万5050円/坪,-7.73％
岩手県,公示地価平均,2011年［平成23年］,4万9218円/m2,16万2706円/坪,-7.05％
岩手県,公示地価平均,2012年［平成24年］,4万4814円/m2,14万8145円/坪,-8.95％
岩手県,公示地価平均,2013年［平成25年］,4万3032円/m2,14万2254円/坪,-3.98％
岩手県,公示地価平均,2014年［平成26年］,4万2301円/m2,13万9838円/坪,-1.70％
岩手県,公示地価平均,2015年［平成27年］,4万2009円/m2,13万8874円/坪,-0.69％
岩手県,公示地価平均,2016年［平成28年］,4万1727円/m2,13万7941円/坪,-0.67％
岩手県,公示地価平均,2017年［平成29年］,4万2093円/m2,13万9150円/坪,+0.88％
岩手県,基準地価平均,1983年［昭和58年］,3万6539円/m2,12万0792円/坪,
岩手県,基準地価平均,1984年［昭和59年］,3万7171円/m2,12万2880円/坪,+1.73％
岩手県,基準地価平均,1985年［昭和60年］,3万7082円/m2,12万2587円/坪,-0.24％
岩手県,基準地価平均,1986年［昭和61年］,3万7292円/m2,12万3280円/坪,+0.57％
岩手県,基準地価平均,1987年［昭和62年］,3万7658円/m2,12万4489円/坪,+0.98％
岩手県,基準地価平均,1988年［昭和63年］,3万7754円/m2,12万4807円/坪,+0.26％
岩手県,基準地価平均,1989年［平成元年］,4万0430円/m2,13万3654円/坪,+7.09％
岩手県,基準地価平均,1990年［平成2年］,4万0987円/m2,13万5496円/坪,+1.38％
岩手県,基準地価平均,1991年［平成3年］,5万1882円/m2,17万1513円/坪,+26.58％
岩手県,基準地価平均,1992年［平成4年］,6万2105円/m2,20万5307円/坪,+19.70％
岩手県,基準地価平均,1993年［平成5年］,5万6786円/m2,18万7723円/坪,-8.56％
岩手県,基準地価平均,1994年［平成6年］,5万6463円/m2,18万6657円/坪,-0.57％
岩手県,基準地価平均,1995年［平成7年］,5万5706円/m2,18万4153円/坪,-1.34％
